Fecha;Departamento;Municipio;D°a;Hora;Barrio;Zona;Clase de sitio;Arma empleada;M¢vil Agresor;M¢vil Victima;Edad;Sexo;Estado civil;Pa°s de nacimiento;Clase de empleado;Profesi¢n;Escolaridad;C¢digo DANE;Cantidad
01/01/2016;AMAZONAS;LETICIA (CT);Viernes;9:10:00;UNION;URBANA;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;47;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;91001000;1
01/01/2016;ANTIOQUIA;ANDES;Viernes;3:04:00;QUEBRADA ARRIBA;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;42;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;05034000;1
01/01/2016;ANTIOQUIA;MEDELL÷N (CT);Viernes;7:30:00;MANRIQUE 2  C-3;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;51;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;05001000;1
01/01/2016;ANTIOQUIA;MEDELL÷N (CT);Viernes;19:40:00;ARANJUEZ  C-4;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;22;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;05001000;1
01/01/2016;ANTIOQUIA;MEDELL÷N (CT);Viernes;11:20:00;CERRO EL VOLADOR C-7;URBANA;VIAS PUBLICAS;CUERDA/SOGA/CADENA;A PIE;A PIE;62;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;05001000;1
01/01/2016;ANTIOQUIA;MEDELL÷N (CT);Viernes;22:08:00;JESUS NAZARENO C-10;URBANA;BA•OS;CUERDA/SOGA/CADENA;A PIE;A PIE;25;FEMENINO;UNION LIBRE;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;05001000;1
01/01/2016;ANTIOQUIA;SABANALARGA;Viernes;6:30:00;PARQUE PRINCIPAL;URBANA;BARES, CANTINAS Y SIMILARES;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;56;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;05628000;1
01/01/2016;ANTIOQUIA;SAN PEDRO DE URABµ;Viernes;15:00:00;VDA. BRASIL;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;36;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;05665000;1
01/01/2016;ANTIOQUIA;YOLOMB‡;Viernes;19:10:00;LA FLORESTA;RURAL;FINCAS Y SIMILARES;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;05890000;1
01/01/2016;ATLµNTICO;BARRANQUILLA (CT);Viernes;5:50:00;MODERNO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;52;FEMENINO;CASADO;COLOMBIA;AMA DE CASA;-;SECUNDARIA;08001000;1
01/01/2016;BOL÷VAR;ARJONA;Viernes;4:00:00;BARRIO LAS PARCELAS;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;13052000;1
01/01/2016;BOL÷VAR;CARTAGENA (CT);Viernes;20:30:00;LA QUINTA;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;26;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;13001000;1
01/01/2016;BOL÷VAR;SAN PABLO;Viernes;23:30:00;LA SIERRA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;21;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;13670000;1
01/01/2016;BOL÷VAR;TURBACO;Viernes;21:15:00;EL BAJO;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;18;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;13836000;1
01/01/2016;BOYACµ;SUSAC‡N;Viernes;18:40:00;VDA.EL SALITRE;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;55;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;DERECHO;SUPERIOR;15774000;1
01/01/2016;BOYACµ;TUNJA (CT);Viernes;0:35:00;BARRIO EL DORADO;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;18;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;15001000;1
01/01/2016;CALDAS;CHINCHINµ;Viernes;9:46:00;CENTRO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;17174000;1
01/01/2016;CALDAS;PENSILVANIA;Viernes;22:00:00;VDA EL HIGUERON;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;38;MASCULINO;SOLTERO;COLOMBIA;AGRICULTOR;-;PRIMARIA;17541000;1
01/01/2016;CASANARE;MAN÷;Viernes;5:00:00;SAN ANTONIO;URBANA;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;35;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;85139000;1
01/01/2016;CAUCA;PUERTO TEJADA;Viernes;6:10:00;CARLOS ALBERTO GUZMAN;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;13;MASCULINO;SOLTERO;COLOMBIA;ESTUDIANTE;-;SECUNDARIA;19573000;1
01/01/2016;CAUCA;ROSAS;Viernes;4:30:00;VDA LOMAGRANDE;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;50;MASCULINO;SOLTERO;COLOMBIA;AGRICULTOR;-;PRIMARIA;19622000;1
01/01/2016;CESAR;CURUMAN÷;Viernes;5:55:00;SIMON BOLIVAR;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;31;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;20228000;1
01/01/2016;CHOC‡;ACAND÷;Viernes;12:10:00;14 DE ABRIL;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;38;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;27006000;1
01/01/2016;CHOC‡;ISTMINA;Viernes;18:20:00;LAS MERCEDES;RURAL;FINCAS Y SIMILARES;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;28;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;27361000;1
01/01/2016;CHOC‡;ISTMINA;Viernes;5:20:00;SAN AGUSTIN;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;32;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;27361000;1
01/01/2016;CHOC‡;QUIBD‡ (CT);Viernes;6:30:00;CARA•O;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;31;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;27001000;1
01/01/2016;CHOC‡;QUIBD‡ (CT);Viernes;4:00:00;SAMPER;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;17;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;27001000;1
01/01/2016;CUNDINAMARCA;BOGOTµ D.C. (CT);Viernes;14:00:00;LOS LACHES E-3;URBANA;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;15;FEMENINO;SOLTERO;COLOMBIA;ESTUDIANTE;-;SECUNDARIA;11001000;1
01/01/2016;CUNDINAMARCA;BOGOTµ D.C. (CT);Viernes;4:30:00;HOLANDA E-7;URBANA;DENTRO DE LA VIVIENDA;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;20;FEMENINO;UNION LIBRE;COLOMBIA;AMA DE CASA;-;SECUNDARIA;11001000;1
01/01/2016;CUNDINAMARCA;BOGOTµ D.C. (CT);Viernes;12:45:00;LA CABA•A E-10;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;30;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
01/01/2016;CUNDINAMARCA;BOGOTµ D.C. (CT);Viernes;4:10:00;LAS ACACIAS E-8;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;21;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
01/01/2016;CUNDINAMARCA;BOGOTµ D.C. (CT);Viernes;20:01:00;VILLA HERMOSA E-5;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;33;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
01/01/2016;CUNDINAMARCA;BOGOTµ D.C. (CT);Viernes;10:53:00;MARANDU E-19;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;21;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
01/01/2016;CUNDINAMARCA;SOACHA;Viernes;22:00:00;SANTILLANA;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;37;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;25754000;1
01/01/2016;GUAJIRA;RIOHACHA (CT);Viernes;1:20:00;LAS TUNAS;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;44;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;44001000;1
01/01/2016;HUILA;ISNOS;Viernes;6:00:00;CENTRO;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;41359000;1
01/01/2016;HUILA;LA PLATA;Viernes;8:15:00;LIBERTADORES I ETAPA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;34;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;41396000;1
01/01/2016;HUILA;PALERMO;Viernes;6:30:00;ALTICO;URBANA;VIAS PUBLICAS;CONTUNDENTES;A PIE;A PIE;22;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;41524000;1
01/01/2016;HUILA;PALESTINA;Viernes;17:30:00;VEREDA EL ROBLE;RURAL;VIAS PUBLICAS;CONTUNDENTES;A PIE;A PIE;52;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;41530000;1
01/01/2016;HUILA;PITALITO;Viernes;1:20:00;VEREDA EL TIGRE;RURAL;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;40;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;41551000;1
01/01/2016;MAGDALENA;SANTA MARTA (CT);Viernes;5:02:00;MARIA EUGENIA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;17;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;47001000;1
01/01/2016;META;VILLAVICENCIO (CT);Viernes;9:34:00;COMUNEROS;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;43;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;50001000;1
01/01/2016;NARI•O;MOSQUERA;Viernes;12:35:00;VEREDA EL BAJITO;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;42;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;52473000;1
01/01/2016;NARI•O;OLAYA HERRERA;Viernes;12:30:00;LA ISLA;URBANA;CEMENTERIO;ARMA DE FUEGO;A PIE;A PIE;28;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;52490000;1
01/01/2016;NARI•O;PASTO (CT);Viernes;4:00:00;EL ROSARIO;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;52001000;1
01/01/2016;NARI•O;PASTO (CT);Viernes;6:35:00;CORAZON DE JESUS;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;BICICLETA;A PIE;29;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;52001000;1
01/01/2016;NARI•O;POLICARPA;Viernes;4:00:00;VDA CAMPO ALEGRE;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;24;MASCULINO;SOLTERO;COLOMBIA;AGRICULTOR;-;PRIMARIA;52540000;1
01/01/2016;NARI•O;POLICARPA;Viernes;4:00:00;VDA CAMPO ALEGRE;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;46;MASCULINO;CASADO;COLOMBIA;AGRICULTOR;-;PRIMARIA;52540000;1
01/01/2016;NARI•O;SAMANIEGO;Viernes;11:17:00;VILLA ROSITA;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;51;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;52678000;1
01/01/2016;NARI•O;SAN ANDRES DE TUMACO;Viernes;18:30:00;VDA VAQUERIO;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;26;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;52835000;1
01/01/2016;NORTE DE SANTANDER;CHITAGµ;Viernes;8:40:00;CORREGIMIENTO LLANO GRANDE;RURAL;FINCAS Y SIMILARES;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;38;MASCULINO;SOLTERO;COLOMBIA;AGRICULTOR;-;PRIMARIA;54174000;1
01/01/2016;NORTE DE SANTANDER;CÈCUTA (CT);Viernes;1:20:00;BARRIO PANAMERICANO;URBANA;FRENTE A RESIDENCIAS - VIA PUBLICA;ARMA DE FUEGO;PASAJERO TAXI;A PIE;22;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;54001000;1
01/01/2016;NORTE DE SANTANDER;CÈCUTA (CT);Viernes;4:40:00;BARRIO PARAMO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;30;MASCULINO;SOLTERO;COLOMBIA;COMERCIANTE;-;SECUNDARIA;54001000;1
01/01/2016;PUTUMAYO;PUERTO LEGU÷ZAMO;Viernes;5:45:00;MAGDALENA;URBANA;FRENTE A RESIDENCIAS - VIA PUBLICA;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;44;FEMENINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;86573000;1
01/01/2016;QUIND÷O;ARMENIA (CT);Viernes;21:40:00;GUAYAQUIL;URBANA;TRAMO DE VIA;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;54;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;63001000;1
01/01/2016;QUIND÷O;ARMENIA (CT);Viernes;5:08:00;PORTAL DEL EDEN;URBANA;FRENTE A RESIDENCIAS - VIA PUBLICA;ARMA DE FUEGO;A PIE;BICICLETA;36;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;63001000;1
01/01/2016;RISARALDA;PEREIRA (CT);Viernes;7:50:00;VILLA ELENA;URBANA;LOTE BALDIO;ARMA DE FUEGO;A PIE;A PIE;33;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;66001000;1
01/01/2016;RISARALDA;QUINCH÷A;Viernes;6:00:00;B.Centro;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;18;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;66594000;1
01/01/2016;TOLIMA;GUAMO;Viernes;8:45:00;PABLO VI;URBANA;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;50;MASCULINO;CASADO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;73319000;1
01/01/2016;TOLIMA;IBAGUê (CT);Viernes;3:30:00;LA FRANCIA;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;22;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;73001000;1
01/01/2016;TOLIMA;L÷BANO;Viernes;5:30:00;VRDA. EL PORVENIR;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;25;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;73411000;1
01/01/2016;TOLIMA;ORTEGA;Viernes;7:00:00;VRDA. LOS NARANJOS;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;31;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;73504000;1
01/01/2016;TOLIMA;SANTA ISABEL;Viernes;23:00:00;VRDA. COLON;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;46;MASCULINO;SOLTERO;COLOMBIA;AGRICULTOR;-;SECUNDARIA;73686000;1
01/01/2016;VALLE;CALI (CT);Viernes;19:30:00;EL POBLADO II E13;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;21;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;1
01/01/2016;VALLE;CALI (CT);Viernes;6:00:00;JOSE M. MARROQUIN II E14;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;17;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76001000;1
01/01/2016;VALLE;CALI (CT);Viernes;16:00:00;LOS COMUNEROS I E15;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;43;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;1
01/01/2016;VALLE;CALI (CT);Viernes;5:00:00;LLERAS CAMARGO E20;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;40;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;1
01/01/2016;VALLE;CALI (CT);Viernes;20:50:00;SILOE E20;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;30;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76001000;1
01/01/2016;VALLE;CALI (CT);Viernes;7:00:00;PUERTAS DEL SOL E14;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;18;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76001000;1
01/01/2016;VALLE;CALI (CT);Viernes;12:30:00;MOJICA E15;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;25;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;76001000;1
01/01/2016;VALLE;CALI (CT);Viernes;5:30:00;ANTONIO NARI•O E16;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;52;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;1
01/01/2016;VALLE;CALI (CT);Viernes;5:40:00;ANTONIO NARI•O E16;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;33;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76001000;1
01/01/2016;VALLE;CALI (CT);Viernes;6:45:00;LAUREANO GOMEZ E15;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;21;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76001000;1
01/01/2016;VALLE;CALI (CT);Viernes;2:55:00;ALIRIO MORA BELTRAN E14;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;17;MASCULINO;SOLTERO;COLOMBIA;ESTUDIANTE;-;SECUNDARIA;76001000;1
01/01/2016;VALLE;CALI (CT);Viernes;9:38:00;LAS ORQUIDEAS E14;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;30;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;1
01/01/2016;VALLE;EL CERRITO;Viernes;6:41:00;CHAPINER;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;30;MASCULINO;UNION LIBRE;COLOMBIA;DESEMPLEADO;-;PRIMARIA;76248000;1
01/01/2016;VALLE;FLORIDA;Viernes;1:54:00;NUEVO HORIZONTE;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;26;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76275000;1
01/01/2016;VALLE;JAMUND÷;Viernes;5:00:00;LA ESPERANZA E24;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;25;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76364000;1
01/01/2016;VALLE;PALMIRA;Viernes;6:00:00;URIBE URIBE;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;32;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;76520000;1
01/01/2016;VALLE;YUMBO;Viernes;7:25:00;JUAN PABLO II E25;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;30;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76892000;1
02/01/2016;ANTIOQUIA;APARTAD‡;S†bado;22:00:00;CONCEJO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;05045000;1
02/01/2016;ANTIOQUIA;BRICE•O;S†bado;19:30:00;LAS AURAS;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;28;MASCULINO;UNION LIBRE;COLOMBIA;AGRICULTOR;-;PRIMARIA;05107000;1
02/01/2016;ANTIOQUIA;BRICE•O;S†bado;19:30:00;LAS AURAS;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;37;MASCULINO;UNION LIBRE;COLOMBIA;AGRICULTOR;-;ANALFABETA;05107000;1
02/01/2016;ANTIOQUIA;CHIGOROD‡;S†bado;2:45:00;LA UNION;URBANA;FRENTE A RESIDENCIAS - VIA PUBLICA;ARMA DE FUEGO;A PIE;A PIE;41;FEMENINO;UNION LIBRE;COLOMBIA;AMA DE CASA;-;SECUNDARIA;05172000;1
02/01/2016;ANTIOQUIA;MEDELL÷N (CT);S†bado;2:00:00;GUAYABAL C-15;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;33;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;05001000;1
02/01/2016;ANTIOQUIA;SANTAFê DE ANTIOQUIA;S†bado;14:40:00;LA BARRANCA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;05042000;1
02/01/2016;ATLµNTICO;SOLEDAD;S†bado;13:30:00;EL HIPODROMO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;34;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;08758000;1
02/01/2016;CALDAS;MANIZALES (CT);S†bado;13:35:00;VDA ALTO DEL ZARZO;RURAL;FRENTE A RESIDENCIAS - VIA PUBLICA;ARMA DE FUEGO;BICICLETA;A PIE;58;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;17001000;1
02/01/2016;CAUCA;CORINTO;S†bado;20:00:00;LA COLOMBIANA;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;19212000;1
02/01/2016;CAUCA;EL TAMBO;S†bado;19:00:00;C/MIENTO QUILCACE;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;-;42;MASCULINO;UNION LIBRE;COLOMBIA;AGRICULTOR;-;PRIMARIA;19256000;1
02/01/2016;CAUCA;POPAYµN (CT);S†bado;21:00:00;VILLA DEL PALMAR;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;31;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;19001000;1
02/01/2016;CAUCA;POPAYµN (CT);S†bado;22:45:00;EL LAGO;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;COMERCIANTE;-;SECUNDARIA;19001000;1
02/01/2016;CHOC‡;QUIBD‡ (CT);S†bado;19:00:00;AURORA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;28;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;27001000;1
02/01/2016;CUNDINAMARCA;BOGOTµ D.C. (CT);S†bado;1:57:00;ALTOS DE JALISCO E-19;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;27;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
02/01/2016;CUNDINAMARCA;SOACHA;S†bado;13:00:00;LA ISLA;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;37;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;25754000;1
02/01/2016;NARI•O;TÈQUERRES;S†bado;3:30:00;CENTRO;URBANA;VEHICULO;ARMA DE FUEGO;A PIE;A PIE;25;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;52838000;1
02/01/2016;QUIND÷O;ARMENIA (CT);S†bado;0:20:00;BUENOS AIRES BAJO;URBANA;TRAMO DE VIA;ARMA DE FUEGO;A PIE;A PIE;40;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;63001000;1
